,,,"Halifax, Regional municipality [Census subdivision], Nova Scotia",,,,,,"Nova Scotia [Province]"
"Topic","Characteristics","Note","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female"
"Income of households in 2015","  $5;000 to $9;999",,    3150,,,...,,...,    7885,,,...,,...
"Income of households in 2015","  $10;000 to $14;999",,    5045,,,...,,...,   12545,,,...,,...
"Income of households in 2015","  $15;000 to $19;999",,    6725,,,...,,...,   21370,,,...,,...
"Income of households in 2015","  $20;000 to $24;999",,    7905,,,...,,...,   23030,,,...,,...
"Income of households in 2015","  $25;000 to $29;999",,    8175,,,...,,...,   22365,,,...,,...
"Income of households in 2015","  $30;000 to $34;999",,    9310,,,...,,...,   25495,,,...,,...
"Income of households in 2015","  $35;000 to $39;999",,    9175,,,...,,...,   23945,,,...,,...
"Income of households in 2015","  $40;000 to $44;999",,    9075,,,...,,...,   22630,,,...,,...
"Income of households in 2015","  $45;000 to $49;999",,    8705,,,...,,...,   21635,,,...,,...
"Income of households in 2015","  $50;000 to $59;999",,   16720,,,...,,...,   40585,,,...,,...
"Income of households in 2015","  $60;000 to $69;999",,   15675,,,...,,...,   35920,,,...,,...
"Income of households in 2015","  $70;000 to $79;999",,   13375,,,...,,...,   29795,,,...,,...
"Income of households in 2015","  $80;000 to $89;999",,   11365,,,...,,...,   24160,,,...,,...
"Income of households in 2015","  $90;000 to $99;999",,    9490,,,...,,...,   19275,,,...,,...
"Income of households in 2015","  $100;000 and over",,   35550,,,...,,...,   64210,,,...,,...
"Income of households in 2015","    $100;000 to $124;999",,   16605,,,...,,...,   31985,,,...,,...
"Income of households in 2015","    $125;000 to $149;999",,    8910,,,...,,...,   15940,,,...,,...
"Income of households in 2015","    $150;000 and over",,   10035,,,...,,...,   16280,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for economic families in private households - 100% data",37,  113240,,,...,,...,  269560,,,...,,...
"Income of economic families in 2015","  Median total income of economic families in 2015 ($)",,   89401,,,...,,...,   77529,,,...,,...
"Income of economic families in 2015","  Median after-tax income of economic families in 2015 ($)",,   75082,,,...,,...,   66728,,,...,,...
"Income of economic families in 2015","  Average family size of economic families",,      2.8,,,...,,...,      2.8,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for couple economic families without children or other relatives in private households - 100% data",,   47605,,,...,,...,  121200,,,...,,...
"Income of economic families in 2015","  Median total income of couple economic families without children or other relatives in 2015 ($)",,   83594,,,...,,...,   71495,,,...,,...
"Income of economic families in 2015","  Median after-tax income of couple economic families without children or other relatives in 2015 ($)",,   70338,,,...,,...,   61883,,,...,,...
"Income of economic families in 2015","  Average family size of couple economic families without children or other relatives",,      2.0,,,...,,...,      2.0,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for couple economic families with children in private households - 100% data",,   44630,,,...,,...,   97460,,,...,,...
"Income of economic families in 2015","  Median total income of couple economic families with children in 2015 ($)",,  116685,,,...,,...,  104981,,,...,,...
"Income of economic families in 2015","  Median after-tax income of couple economic families with children in 2015 ($)",,   96190,,,...,,...,   88099,,,...,,...
"Income of economic families in 2015","  Average family size of couple economic families with children",,      3.9,,,...,,...,      3.8,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for lone-parent economic families in private households - 100% data",,   17600,,,...,,...,   43560,,,...,,...
"Income of economic families in 2015","  Median total income of lone-parent economic families in 2015 ($)",,   50944,,,...,,...,   45597,,,...,,...
"Income of economic families in 2015","  Median after-tax income of lone-parent economic families in 2015 ($)",,   46310,,,...,,...,   42309,,,...,,...
"Income of economic families in 2015","  Average family size of lone-parent economic families",,      2.6,,,...,,...,      2.6,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for economic families in private households - 25% sample data",38,  113170,,,...,,...,  269510,,,...,,...
"Income of economic families in 2015","  Average total income of economic families in 2015 ($)",,  106509,,,...,,...,   93027,,,...,,...
"Income of economic families in 2015","  Average after-tax income of economic families in 2015 ($)",,   85559,,,...,,...,   76371,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for couple economic families without children or other relatives in private households - 25% sample data",,   47615,,,...,,...,  121285,,,...,,...
"Income of economic families in 2015","  Average total income of couple economic families without children or other relatives in 2015 ($)",,   98920,,,...,,...,   85511,,,...,,...
"Income of economic families in 2015","  Average after-tax income of couple economic families without children or other relatives in 2015 ($)",,   79277,,,...,,...,   70143,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for couple economic families with children in private households - 25% sample data",,   44695,,,...,,...,   97490,,,...,,...
"Income of economic families in 2015","  Average total income of couple economic families with children in 2015 ($)",,  133015,,,...,,...,  119890,,,...,,...
"Income of economic families in 2015","  Average after-tax income of couple economic families with children in 2015 ($)",,  105742,,,...,,...,   97021,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for lone-parent economic families in private households - 25% sample data",,   17475,,,...,,...,   43470,,,...,,...
"Income of economic families in 2015","  Average total income of lone-parent economic families in 2015 ($)",,   61769,,,...,,...,   54587,,,...,,...
"Income of economic families in 2015","  Average after-tax income of lone-parent economic families in 2015 ($)",,   52448,,,...,,...,   47700,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for persons aged 15 years and over not in economic families in private households - 100% data",21,   75865,,   35980,,   39885,,  157715,,   73825,,   83890,
"Income of economic families in 2015","  Median total income in 2015 for persons aged 15 years and over not in economic families ($)",39,   31379,,   32053,,   30862,,   28180,,   30235,,   26673,
"Income of economic families in 2015","  Median after-tax income in 2015 for persons aged 15 years and over not in economic families ($)",39,   28145,,   28429,,   27907,,   25848,,   27176,,   24859,
"Income of economic families in 2015","Total - Income statistics in 2015 for persons aged 15 years and over not in economic families in private households - 25% sample data",40,   75820,,   35755,,   40065,,  157410,,   73440,,   83970,
"Income of economic families in 2015","  Average total income in 2015 for persons aged 15 years and over not in economic families ($)",41,   39408,,   40478,,   38452,,   36847,,   38945,,   35012,
"Income of economic families in 2015","  Average after-tax income in 2015 for persons aged 15 years and over not in economic families ($)",41,   32585,,   32913,,   32292,,   30893,,   31946,,   29973,
"Income of economic families in 2015","Total - Economic family income decile group for the population in private households - 100% data",42,  397375,,  192700,,  204675,,  908340,,  440700,,  467640,
"Income of economic families in 2015","  In the bottom half of the distribution",,  199890,,   93895,,  105995,,  519830,,  244725,,  275105,
"Income of economic families in 2015","    In the bottom decile",,   45275,,   21860,,   23415,,  105810,,   49730,,   56080,
"Income of economic families in 2015","    In the second decile",,   36780,,   16240,,   20545,,  112825,,   49900,,   62920,
"Income of economic families in 2015","    In the third decile",,   37650,,   17385,,   20255,,  102515,,   48345,,   54175,
"Income of economic families in 2015","    In the fourth decile",,   39195,,   18525,,   20665,,  100645,,   48515,,   52130,
"Income of economic families in 2015","    In the fifth decile",,   40995,,   19875,,   21120,,   98030,,   48235,,   49800,
"Income of economic families in 2015","  In the top half of the distribution",,  197480,,   98805,,   98675,,  388510,,  195975,,  192540,
"Income of economic families in 2015","    In the sixth decile",,   41365,,   20575,,   20790,,   94350,,   47240,,   47110,
"Income of economic families in 2015","    In the seventh decile",,   42860,,   21435,,   21430,,   89765,,   45260,,   44505,
"Income of economic families in 2015","    In the eighth decile",,   43120,,   21490,,   21630,,   83140,,   41815,,   41330,
"Income of economic families in 2015","    In the ninth decile",,   38755,,   19480,,   19275,,   69850,,   35450,,   34400,
"Income of economic families in 2015","    In the top decile",,   31380,,   15825,,   15555,,   51410,,   26210,,   25195,
